source,target,done,0.759574071
Trade NYI/LAK 3/8/2006,Brent Sopel,a,
Trade NYI/LAK 3/8/2006,Denis Grebeshkov,,
Trade NYI/LAK 3/8/2006,Jeff Tambellini,,
Trade NYI/LAK 3/8/2006,Mark Parrish,,
Trade VAN/LAK 2/26/2007,Wayne Simmonds,,
Trade VAN/LAK 2/26/2007,Justin Jokinen,a,
Trade VAN/LAK 2/26/2007,Brent Sopel,a,
Trade ATL/MTL 2/24/2011,Ben Maxwell,,
Trade ATL/MTL 2/24/2011,Brent Sopel,a,
Trade ATL/MTL 2/24/2011,Nigel Dawes,,
Trade ATL/MTL 2/24/2011,Olivier Archambault,,
Trade WPG/CGY 1/30/2012,John Negrin,,
Trade WPG/CGY 1/30/2012,Akim Aliu,a,
Trade CHI/VAN 2/26/2007,Bryan Smolinski,,
Trade CHI/VAN 2/26/2007,Akim Aliu,a,
Trade OTT/SJS 9/12/2009,Milan Michalek,,
Trade OTT/SJS 9/12/2009,Dany Heatley,a,
Trade OTT/SJS 9/12/2009,Kent Simpson,,
Trade OTT/SJS 9/12/2009,Jonathan Cheechoo,,
Trade OTT/SJS 9/12/2009,Isaac MacLeod,a,
Trade MIN/SJS 7/3/2011,Martin Havlat,,
Trade MIN/SJS 7/3/2011,Dany Heatley,a,
Trade FLA/ANA 2/28/2015,Thomas Schemitsch,,
Trade FLA/ANA 2/28/2015,Tomas Fleischmann,a,
Trade FLA/ANA 2/28/2015,Dany Heatley,a,
Trade NSH/COL 10/25/1998,Greg DeVries,a,
Trade NSH/COL 10/25/1998,Branko Radivojevic,,
Trade NYR/OTT 3/9/2004,Alexandre Giroux,,
Trade NYR/OTT 3/9/2004,Greg DeVries,a,
Trade NYR/OTT 3/9/2004,Karel Rachunek,a,
Trade NYR/ATL 2/27/2007,Pascal Dupuis,,
Trade NYR/ATL 2/27/2007,Robert Bortuzzo,a,
Trade NYR/ATL 2/27/2007,Alex Bourret,,
Trade BOS/WSH 2/1/2007,TJ Brodie,a,
Trade BOS/WSH 2/1/2007,Milan Jurcina,,
Trade PIT/CGY 2/9/2003,Andrew Ference,a,
Trade PIT/CGY 2/9/2003,Brian Gifford,a,
Trade DET/SJS 6/10/2012,Alexander Kadeykin,,
Trade DET/SJS 6/10/2012,Brad Stuart,a,
Trade DET/SJS 6/10/2012,Andrew Murray,,
Trade SJS/COL 7/1/2014,Brad Stuart,a,
Trade SJS/COL 7/1/2014,Denis Smirnov,,
Trade SJS/COL 7/1/2014,Cameron Morrison,,
Trade SJS/NSH 6/27/1998,Brad Stuart,a,
Trade SJS/NSH 6/27/1998,David Legwand,a,
Trade SJS/NSH 6/27/1998,Geoff Koch,,
Trade SJS/NSH 6/27/1998,Jonathan Cheechoo,,
Trade BOS/MIN 10/18/2009,Craig Weller,a,
Trade BOS/MIN 10/18/2009,Alex Khokhlachev,,
Trade BOS/MIN 10/18/2009,Chuck Kobasew,a,
Trade BOS/MIN 10/18/2009,Alexander Fallstrom,,
Trade PHX/CGY 6/23/2001,Chuck Kobasew,a,
Trade PHX/CGY 6/23/2001,Fredrik Sjostrom,,
Trade PHX/CGY 6/23/2001,Andrei Taratukhin,,
Trade BOS/OTT 1/11/2019,Paul Carey,a,
Trade BOS/OTT 1/11/2019,Cody Goloubef,,
Trade COL/PHI 10/31/2013,Steve Downie,,
Trade COL/PHI 10/31/2013,Max Talbot,a,
Trade CGY/DAL 11/22/2013,Lane MacDermid,a,
Trade CGY/DAL 11/22/2013,Aaron Haydon,a,
Trade PHI/BOS 10/13/2018,Lane MacDermid,a,
Trade PHI/BOS 10/13/2018,Ned Lukacevic,,
Trade PHI/BOS 10/13/2018,Andrew Alberts,,
Trade BOS/ATL 2/18/2011,Rich Peverley,a,
Trade BOS/ATL 2/18/2011,Mark Stuart,,
Trade BOS/ATL 2/18/2011,Blake Wheeler,,
Trade BOS/ATL 2/18/2011,Boris Valabik,a,
Trade CBJ/DAL 8/29/2001,Loui Eriksson,a,
Trade CBJ/DAL 8/29/2001,Grant Marshall,,
Trade MTL/WPG 2/26/2018,Joe Morrow,a,
Trade MTL/WPG 2/26/2018,Milos Roman,,
Trade PHX/CAR 1/8/2007,Dennis Seidenberg,a,
Trade PHX/CAR 1/8/2007,Kevyn Adams,,
Trade PHX/PHI 1/20/2006,Joonas Lehtivuori,,
Trade PHX/PHI 1/20/2006,Tomas Marcinko,,
Trade PHX/PHI 1/20/2006,Dennis Seidenberg,a,
Trade PHX/PHI 1/20/2006,Petr Nedved,,
Trade MTL/PHI 12/7/2000,PJ Stock,,
Trade MTL/PHI 12/7/2000,Dennis Seidenberg,a,
Trade MTL/PHI 12/7/2000,Gino Odjick,,
Trade BOS/SJS 6/21/2003,Steve Bernier,a,
Trade BOS/SJS 6/21/2003,Byron Bitz,a,
Trade BOS/SJS 6/21/2003,Mark Stuart,,
Trade BOS/SJS 6/21/2003,Masi Marjamaki,a,
Trade STL/BOS 2/27/2007,Brad Boyes,,
Trade STL/BOS 2/27/2007,Dennis Wideman,a,
Trade FLA/WSH 2/28/2011,Dennis Wideman,a,
Trade FLA/WSH 2/28/2011,Jonathan Racine,a,
Trade FLA/WSH 2/28/2011,Jake Hauswirth,,
Trade CGY/WSH 6/27/2012,Dennis Wideman,a,
Trade CGY/WSH 6/27/2012,Tucker Poolman,,
Trade CGY/WSH 6/27/2012,Jordan Henry,,
Trade FLA/NYI 6/22/2002,Gregory Campbell,a,
Trade FLA/NYI 6/22/2002,Eric Godard,a,
Trade FLA/NYI 6/23/2001,Tomas Malec,,
Trade FLA/NYI 6/23/2001,Gregory Campbell,a,
Trade FLA/NYI 6/23/2001,Cory Stillman,a,
Trade TOR/CBJ 2/26/2015,David Clarkson,,
Trade TOR/CBJ 2/26/2015,Nathan Horton,a,
Trade PIT/FLA 6/21/2003,Marc-Andre Fleury,a,
Trade PIT/FLA 6/21/2003,Mikael Samuelsson,a,
Trade PIT/FLA 6/21/2003,Nathan Horton,a,
Trade PIT/FLA 6/21/2003,Stefan Meyer,a,
Trade PIT/FLA 6/21/2003,Daniel Carcillo,,
Trade TOR/CHI 6/26/2010,Brad Ross,a,
Trade TOR/CHI 6/26/2010,Jimmy Hayes,a,
Trade FLA/CHI 11/14/2013,Philippe Lefebvre,,
Trade FLA/CHI 11/14/2013,Jimmy Hayes,a,
Trade FLA/CHI 11/14/2013,Kris Versteeg,a,
Trade FLA/CHI 11/14/2013,Dylan Olsen,,
Trade PIT/TOR 2/26/2008,Jimmy Hayes,a,
Trade PIT/TOR 2/26/2008,Hal Gill,,
Trade PIT/TOR 2/26/2008,Andy Bathgate b.1991,,
Trade ATL/CGY 11/15/2002,Marc Savard,a,
Trade ATL/CGY 11/15/2002,Ruslan Zaynullin,,
Trade CGY/NYR 6/26/1999,Jamie Lundmark,,
Trade CGY/NYR 6/26/1999,Marc Savard,a,
Trade CGY/NYR 6/26/1999,Oleg Saprykin,,
Trade CGY/NYR 6/26/1999,Jan Hlavac,,
Trade STL/TOR 11/24/2008,Lee Stempniak,a,
Trade STL/TOR 11/24/2008,Carlo Colaiacovo,,
Trade STL/TOR 11/24/2008,Alexander Steen,,
Trade PHX/CGY 8/29/2011,Daymond Langkow,,
Trade PHX/CGY 8/29/2011,Lee Stempniak,a,
Trade CGY/PIT 3/5/2014,Matt Iacopelli,,
Trade CGY/PIT 3/5/2014,Lee Stempniak,a,
Trade NYR/WPG 3/1/2015,Lee Stempniak,a,
Trade NYR/WPG 3/1/2015,Carl Klingberg,,
Trade PHX/STL 6/21/2003,Lee Stempniak,a,
Trade PHX/STL 6/21/2003,Tyson Nash,,
Trade NJD/SJS 5/28/2015,Pete DeBoer (Coach),a,
Trade NJD/SJS 5/28/2015,Reilly Walsh,a,
Trade CHI/BOS 11/6/2005,Shane Sims,a,
Trade CHI/BOS 11/6/2005,Andy Hilbert,a,
Trade BOS/EDM 8/1/2005,James DeLory,a,
Trade BOS/EDM 8/1/2005,Brad Isbister,,
Trade BOS/EDM 8/30/2005,Yan Stastny,a,
Trade BOS/EDM 8/30/2005,James DeLory,a,
Trade NYI/SJS 6/24/2006,James DeLory,a,
Trade NYI/SJS 6/24/2006,Jase Weslosky,,
Trade NYI/SJS 6/24/2006,Stefan Ridderwall,a,
Trade VAN/EDM 2/16/2019,Sam Gagner,a,
Trade VAN/EDM 2/16/2019,Ryan Spooner,a,
Trade CBJ/FLA 6/22/2002,Jay Bouwmeester,,
Trade CBJ/FLA 6/22/2002,Rick Nash,a,
Trade CAR/NYR 6/23/2018,Riley Hughes,a,
Trade CAR/NYR 6/23/2018,Massimo Rizzo,a,
Trade NYI/OTT/TOR 1/23/1996,Wade Redden,a,
Trade NYI/OTT/TOR 1/23/1996,Bryan Berard,,
Trade NYI/OTT/TOR 1/23/1996,Martin Straka,,
Trade NYI/OTT/TOR 1/23/1996,Damian Rhodes,a,
Trade NYI/OTT/TOR 1/23/1996,Ken Belanger,,
Trade NYI/OTT/TOR 1/23/1996,Kirk Muller,,
Trade NYI/OTT/TOR 1/23/1996,Don Beaupre,,
Trade TBL/BUF 11/24/2019,Matt Spencer,A,
Trade TBL/BUF 11/24/2019,Devante Stephens,a,
Trade PIT/PHI 2/19/1992,Mark Recchi,a,
Trade PIT/PHI 2/19/1992,Rick Tocchet,,
Trade PIT/PHI 2/19/1992,Dave Roche,,
Trade PIT/PHI 2/19/1992,Brian Benning,,
Trade PIT/PHI 2/19/1992,Jason Bowen,,
Trade PIT/PHI 2/19/1992,Kjell Samuelsson,,
Trade PIT/PHI 2/19/1992,Ken Wregget,,
Trade MTL/PHI 3/10/1999,Matt Carkner,,
Trade MTL/PHI 3/10/1999,Scott Selig,,
Trade MTL/PHI 3/10/1999,Mark Recchi,a,
Trade MTL/PHI 3/10/1999,Dainius Zubrus,,
Trade PHI/MTL 2/9/1995,Mark Recchi,a,
Trade PHI/MTL 2/9/1995,Martin Hohenberger,a,
Trade PHI/MTL 2/9/1995,Eric Desjardins,a,
Trade PHI/MTL 2/9/1995,Gilbert Dionne,a,
Trade PHI/MTL 2/9/1995,John LeClair,,
Trade CAR/PIT 3/9/2006,Mark Recchi,a,
Trade CAR/PIT 3/9/2006,Kevin Marshall,,
Trade CAR/PIT 3/9/2006,Niklas Nordgren (1),a,
Trade CAR/PIT 3/9/2006,Krys Kolanos,,
Trade TBL/TOR 8/27/2010,Matt Lashoff,a,
Trade TBL/TOR 8/27/2010,Alex Berry,a,
Trade TBL/TOR 8/27/2010,Stefano Giliati,a,
Trade BOS/LAK 6/20/2003,Jozef Stumpel,,
Trade BOS/LAK 6/20/2003,Martins Karsums,a,
Trade BOS/LAK 6/20/2003,Patrik Valcak,,
Trade BOS/LAK 6/20/2003,Miroslav Hanuljak,,
Trade LAK/DET 3/11/2003,Martins Karsums,a,
Trade LAK/DET 3/11/2003,Mathieu Schneider,,
Trade LAK/DET 3/11/2003,Sean Avery,,
Trade LAK/DET 3/11/2003,Jeff Tambellini,,
Trade LAK/DET 3/11/2003,Maxim Kuznetsov,a,
Trade CAR/MTL 12/9/2011,Tomas Kaberle,a,
Trade CAR/MTL 12/9/2011,Jaroslav Spacek,,
Trade COL/TOR 6/24/2011,John-Michael Liles,,
Trade COL/TOR 6/24/2011,Mike Winther,a,
Trade WSH/DAL 6/22/2012,Mike Ribeiro,,
Trade WSH/DAL 6/22/2012,Cody Eakin,,
Trade WSH/DAL 6/22/2012,Mike Winther,a,
Trade CHI/MTL 9/12/2008,Robert Lang,,
Trade CHI/MTL 9/12/2008,Jared Knight,a,
Trade MTL/TOR 7/3/2008,Jared Knight,a,
Trade MTL/TOR 7/3/2008,Mikhail Grabovski,,
Trade MTL/TOR 7/3/2008,Greg Pateryn,a,
Trade MIN/BOS 3/2/2015,Zack Phillips,a,
Trade MIN/BOS 3/2/2015,Jared Knight,a,
Trade NSH/SJS 6/21/2008,Harri Sateri,,
Trade NSH/SJS 6/21/2008,Craig Smith,a,
Trade NSH/SJS 6/21/2008,Anders Lindback,a,
Trade ARI/CGY 6/17/2017,Mike Smith,,
Trade ARI/CGY 6/17/2017,Niklas Nordgren (2),a,
Trade ARI/CGY 6/17/2017,Chad Johnson,,
Trade ARI/CGY 6/17/2017,Brandon Hickey,a,
Trade ANA/OTT 2/25/2019,Patrick Sieloff,a,
Trade ANA/OTT 2/25/2019,Brian Gibbons,,
Trade CGY/OTT 6/27/2016,Patrick Sieloff,a,
Trade CGY/OTT 6/27/2016,Alex Chiasson,,
Trade ANA/TBL 12/30/2019,Chris Mueller,,
Trade ANA/TBL 12/30/2019,Patrick Sieloff,a,
Trade CBJ/PIT 2/22/2024,Emil Bemstrom,,
Trade CBJ/PIT 2/22/2024,Alexander Nylander,a,
Trade CBJ/PIT 2/22/2024,2026 3rd/6th Round (CBJ/PIT),a,
Trade ANA/TOR 1/11/2017,Zachary Bouthillier,,
Trade ANA/TOR 1/11/2017,Jhonas Enroth,a,
Trade VAN/BUF 3/9/2006,Jhonas Enroth,a,
Trade VAN/BUF 3/9/2006,Mika Noronen,a,
Trade NSH/BUF 3/3/2023,Melvin Novotny,,
Trade NSH/BUF 3/3/2023,Rasmus Asplund,a,
Trade DAL/CHI 2/28/2017,Adam Mascherin (2),a,
Trade DAL/CHI 2/28/2017,Johnny Oduya,a,
Trade DAL/CHI 2/28/2017,Mark McNeill,,
Trade WSH/MIN 3/3/2010,Eric Belanger,a,
Trade WSH/MIN 3/3/2010,Johan Larsson,a,
Trade CAR/NYR 2/28/2016,Artur Kayumov,a,
Trade CAR/NYR 2/28/2016,Aleksi Saarela,a,
Trade CAR/NYR 2/28/2016,Luke Martin,,
Trade CAR/NYR 2/28/2016,Eric Staal,a,
Trade OTT/TBL 6/7/2000,Paul Gaustad,a,
Trade OTT/TBL 6/7/2000,Rich Parent,,
Trade TBL/BUF 6/25/2000,Paul Gaustad,a,
Trade TBL/BUF 6/25/2000,Jan Platil,,
Trade TBL/BUF 6/25/2000,Ilya Solarev,a,
Trade NYI/VGK 6/21/2017,Mikhail Grabovski,,
Trade NYI/VGK 6/21/2017,Erik Brannstrom,a,
Trade NYI/VGK 6/21/2017,Jake Bischoff,,
Trade NYI/VGK 6/21/2017,Jean-Francois Berube,a,
Trade NYI/VGK 6/21/2017,Robert Mastrosimone,a,
Trade LAK/MTL 11/23/2017,Allan McShane,,
Trade LAK/MTL 11/23/2017,Torrey Mitchell,a,
Trade BOS/SJS 1/22/2003,Torrey Mitchell,a,
Trade BOS/SJS 1/22/2003,Jeff Hackett,,
Trade BOS/SJS 1/22/2003,Jeff Jillson,,
Trade BOS/SJS 1/22/2003,Kyle McLaren,,
Trade BOS/COL 11/29/2010,Matt Hunwick,a,
Trade BOS/COL 11/29/2010,Colby Cohen,a,
Trade VAN/BUF 6/22/2019,Aaron Huglen,,
Trade VAN/BUF 6/22/2019,Karel Plasek,,
Trade VAN/BUF 6/22/2019,Ethan Keppen,a,
Trade WIN/BUF 10/11/1991,Yuri Khmylev,a,
Trade WIN/BUF 10/11/1991,Darrin Shannon,,
Trade WIN/BUF 10/11/1991,Dean Kennedy,,
Trade WIN/BUF 10/11/1991,Mike Hartman,,
Trade WIN/BUF 10/11/1991,Dave McIlwain,,
Trade WIN/BUF 10/11/1991,Gord Donnelly,,
Trade WIN/BUF 10/11/1991,Greg Paslawski,,
Trade STL/FLA 12/17/2000,Andrei Podkonicky,a,
Trade STL/FLA 12/17/2000,Eric Boguniecki,,
Trade CBJ/BUF 6/23/2000,Geoff Sanderson,,
Trade CBJ/BUF 6/23/2000,Jean-Luc Grand-Pierre,a,
Trade CBJ/BUF 6/23/2000,Matt Davidson,a,
Trade CBJ/BUF 6/23/2000,Tyler Kolarik,,
Trade CBJ/BUF 6/23/2000,Andreas Jamtin,,
Trade CBJ/BUF 6/23/2000,Dwayne Roloson,,
Trade SJS/BUF 2/26/2008,Brian Campbell,,
Trade SJS/BUF 2/26/2008,Steve Bernier,a,
Trade SJS/BUF 2/26/2008,Tyler Ennis,a,
Trade SJS/BUF 2/26/2008,Drew Daniels,a,
Trade BUF/CBJ 3/3/2010,Petr Straka,a,
Trade BUF/CBJ 3/3/2010,Raffi Torres,,
Trade BUF/CBJ 3/3/2010,Nathan Paetsch,,
Trade LAK/BOS 8/29/1997,Jozef Stumpel,,
Trade LAK/BOS 8/29/1997,Sandy Moger,,
Trade LAK/BOS 8/29/1997,Byron Dafoe,a,
Trade LAK/BOS 8/29/1997,Dmitri Khristich,,
Trade LAK/BOS 8/29/1997,Pierre Dagenais (2),,
Trade WSH/LAK 7/8/1995,Byron Dafoe,a,
Trade WSH/LAK 7/8/1995,Dmitri Khristich,,
Trade WSH/LAK 7/8/1995,Justin Davis,,
Trade WSH/LAK 7/8/1995,Alexandre Volchkov,,
Trade WSH/QUE 6/13/1987,Dale Hunter,,
Trade WSH/QUE 6/13/1987,Alan Haworth,,
Trade WSH/QUE 6/13/1987,Clint Malarchuk,a,
Trade WSH/QUE 6/13/1987,Gaetan Duchesne,,
Trade WSH/QUE 6/13/1987,Joe Sakic,,
Trade NYR/LAK 12/9/1985,Grant Ledyard,a,
Trade NYR/LAK 12/9/1985,Roland Melanson,,
Trade NYR/LAK 12/9/1985,Mike Sullivan,,
Trade NYR/LAK 12/9/1985,Brian MacLellan,,
Trade BOS/VAN 3/3/1998,Grant Ledyard,a,
Trade BOS/VAN 3/3/1998,Curtis Valentine,a,
Trade TBL/DAL 3/13/2001,Grant Ledyard,a,
Trade TBL/DAL 3/13/2001,Jeremy Van Hoof (2),a,
Trade FLA/DAL 2/24/2020,Yevgeni Oksentyuk,a,
Trade FLA/DAL 2/24/2020,Emil Djuse,,
Trade CAR/FLA 2/25/2019,Cliff Pu,a,
Trade CAR/FLA 2/25/2019,Tomas Jurco,,
Trade CBJ/FLA 10/8/2020,Cliff Pu,a,
Trade CBJ/FLA 10/8/2020,Markus Nutivaara,,
Trade CAR/TOR 3/9/2004,Jared Boll,a,
Trade CAR/TOR 3/9/2004,Ron Francis,,
Trade CBJ/CAR 11/29/2006,Derrick Walser,a,
Trade CBJ/CAR 11/29/2006,Mark Flood,,
Trade MIN/NJD 1/30/2019,Ryan Murphy,a,
Trade MIN/NJD 1/30/2019,Michael Kapla,,
Trade NJD/CGY 12/30/2017,Dalton Prout,,
Trade NJD/CGY 12/30/2017,Eddie Lack,a,
Trade CHI/PHX 8/11/2007,Kevyn Adams,,
Trade CHI/PHX 8/11/2007,Radim Vrbata,a,
Trade COL/CAR 3/11/2003,Bates Battaglia,,
Trade COL/CAR 3/11/2003,Radim Vrbata,a,
Trade TBL/PHX 7/21/2009,Radim Vrbata,a,
Trade TBL/PHX 7/21/2009,Todd Fedoruk,,
Trade TBL/PHX 7/21/2009,David Hale,,
Trade TOR/LAK 6/23/2013,Jonathan Bernier,a,
Trade TOR/LAK 6/23/2013,Matt Frattin,,
Trade TOR/LAK 6/23/2013,Travis Dermott,,
Trade TOR/LAK 6/23/2013,Ben Scrivens,,
Trade ANA/CAR 11/23/2010,Stefan Chaput,,
Trade ANA/CAR 11/23/2010,Ryan Carter,a,
Trade ANA/CAR 11/23/2010,Matt Kennedy,,
Trade CGY/STL 3/13/2001,David Moss,,
Trade CGY/STL 3/13/2001,Cory Stillman,a,
Trade CGY/STL 3/13/2001,Craig Conroy,,
Trade TBL/STL 6/21/2003,David Backes,,
Trade TBL/STL 6/21/2003,Cory Stillman,a,
Trade ANA/BUF 3/3/2023,Chase Priskie,a,
Trade ANA/BUF 3/3/2023,Austin Strand,,
Trade LAK/OTT 3/11/2003,Tim Gleason,a,
Trade LAK/OTT 3/11/2003,Bryan Smolinski,,
Trade CAR/TOR 1/1/2014,John-Michael Liles,,
Trade CAR/TOR 1/1/2014,Dennis Robertson,a,
Trade CAR/TOR 1/1/2014,Tim Gleason,a,
Trade WSH/CAR 2/28/2015,Tim Gleason,a,
Trade WSH/CAR 2/28/2015,Callum Booth,,
Trade WSH/CAR 2/28/2015,Jack Hillen,,
Trade PHI/OTT 6/23/2001,Tobias Stephan,,
Trade PHI/OTT 6/23/2001,Jeff Woywitka,,
Trade PHI/OTT 6/23/2001,Tim Gleason,a,
Trade PHI/OTT 6/23/2001,David Printz,,
Trade TBL/PHI 8/20/1997,Simon Gagne,,
Trade TBL/PHI 8/20/1997,Maxime Ouellet,,
Trade TBL/PHI 8/20/1997,Tim Gleason,a,
Trade TBL/PHI 8/20/1997,Justin Williams,a,
Trade TBL/PHI 8/20/1997,Mikael Renberg,,
Trade TBL/PHI 8/20/1997,Karl Dykhuis,,
Trade ANA/WIN 2/7/1996,Marc Chouinard,,
Trade ANA/WIN 2/7/1996,Chad Kilger,,
Trade ANA/WIN 2/7/1996,Teemu Selanne,,
Trade ANA/WIN 2/7/1996,Oleg Tverdovsky,a,
Trade ANA/WIN 2/7/1996,Per-Anton Lundstrom,a,
Trade ANA/WIN 2/7/1996,Kim Staal,,
Trade PHX/ANA 6/26/1999,Oleg Tverdovsky,a,
Trade PHX/ANA 6/26/1999,Travis Green,,
Trade PHX/ANA 6/26/1999,Scott Kelman,a,
Trade NJD/ANA 7/6/2002,Oleg Tverdovsky,a,
Trade NJD/ANA 7/6/2002,Mike Commodore,,
Trade NJD/ANA 7/6/2002,Maxim Balmochnykh,,
Trade NJD/ANA 7/6/2002,Jeff Friesen,,
Trade NJD/ANA 7/6/2002,Petr Sykora (1976),,
Trade NJD/ANA 7/6/2002,Jean-Francois Damphousse,,
Trade NJD/ANA 7/6/2002,Igor Pohanka,,
Trade NSH/ATL 2/9/2007,Vitaly Vishnevski,,
Trade NSH/ATL 2/9/2007,Eric Belanger,A,
Trade CAR/NSH 2/9/2007,Eric Belanger,a,
Trade CAR/NSH 2/9/2007,Josef Vasicek,,
Trade LAK/TOR 10/3/1994,Eric Belanger,a,
Trade LAK/TOR 10/3/1994,Shayne Toporowski,,
Trade LAK/TOR 10/3/1994,Eric Lacroix,,
Trade LAK/TOR 10/3/1994,Chris Snell,,
Trade LAK/TOR 10/3/1994,Dixon Ward,,
Trade LAK/TOR 10/3/1994,Guy Leveque,a,
Trade LAK/TOR 10/3/1994,Kelly Fairchild,a,
Trade LAK/NJD 2/6/2013,Andrei Loktionov,a,
Trade LAK/NJD 2/6/2013,Gustav Possler,,
Trade BOS/NYR 2/20/2018,Joey Keane,a,
Trade BOS/NYR 2/20/2018,Nick Holden,,
Trade BOS/NYR 2/20/2018,Rob O'Gara,,
Trade ANA/DAL 1/14/2019,Devin Shore,a,
Trade ANA/DAL 1/14/2019,Andrew Cogliano,,
Trade COL/ANA 3/2/2015,Mat Clark,a,
Trade COL/ANA 3/2/2015,Michael Sgarbossa,,
Trade CBJ/BUF 2/27/2007,Michael Neal,a,
Trade CBJ/BUF 2/27/2007,Ty Conklin,,
Trade PIT/ARI 12/19/2017,Anthony Romano,,
Trade PIT/ARI 12/19/2017,Josh Archibald,,
Trade PIT/ARI 12/19/2017,Eric Hjorth,a,
Trade PIT/ARI 12/19/2017,Sean Maguire,,
Trade PIT/ARI 12/19/2017,Michael Leighton,,
Trade PHI/PHX 7/1/2001,Dan Spang,,
Trade PHI/PHX 7/1/2001,Daymond Langkow,,
Trade PHI/PHX 7/1/2001,Jeff Carter,a,
Trade EDM/STL 2/27/2016,Anders Nilsson,a,
Trade EDM/STL 2/27/2016,Niklas Lundstrom,,
Trade EDM/STL 2/27/2016,Graham McPhee,,
Trade STL/BUF 7/2/2016,Anders Nilsson,a,
Trade STL/BUF 7/2/2016,David Noel,,
Trade BOS/NYI 9/11/2007,Kevin Lynch,a,
Trade BOS/NYI 9/11/2007,Petteri Nokelainen,,
Trade BOS/NYI 9/11/2007,Ben Walter,,
Trade PHI/LAK 3/26/2013,Simon Gagne,,
Trade PHI/LAK 3/26/2013,Justin Auger,a,
Trade CBJ/PHI 7/24/2021,Jakub Voracek,a,
Trade CBJ/PHI 7/24/2021,Cam Atkinson,,
Trade CGY/ANA 3/3/2010,Curtis McElhinney,a,
Trade CGY/ANA 3/3/2010,Vesa Toskala,,
Trade ANA/TBL 2/24/2011,Curtis McElhinney,a,
Trade ANA/TBL 2/24/2011,Dan Ellis,,
Trade CBJ/OTT 3/4/2009,Antoine Vermette,a,
Trade CBJ/OTT 3/4/2009,Robin Lehner,a,
Trade CBJ/OTT 3/4/2009,Pascal Leclaire,,
Trade PHI/NSH 2/15/2007,Sonny Milano,,
Trade PHI/NSH 2/15/2007,Peter Forsberg,,
Trade PHI/NSH 2/15/2007,Scottie Upshall,a,
Trade PHI/NSH 2/15/2007,Jonathon Blum,,
Trade PHI/NSH 2/15/2007,Phil Desimone,,
Trade PHX/PHI 3/4/2009,Lucas Lessio,,
Trade PHX/PHI 3/4/2009,Daniel Carcillo,,
Trade PHX/PHI 3/4/2009,Scottie Upshall,,
Trade WSH/PHX 6/27/2009,Sami Lepisto,a,
Trade WSH/PHX 6/27/2009,Caleb Herbert,,
Trade CBJ/NYR 11/11/2010,Chad Kolarik,,
Trade CBJ/NYR 11/11/2010,Dane Byers,a,
Trade WSH/EDM 4/2/2013,Dane Byers,a,
Trade WSH/EDM 4/2/2013,Garrett Stafford,,
Trade EDM/NYR 3/3/2004,Dane Byers,a,
Trade EDM/NYR 3/3/2004,Jussi Markkanen,,
Trade EDM/NYR 3/3/2004,Petr Nedved,,
Trade EDM/NYR 3/3/2004,Steve Valiquette,,
Trade EDM/NYR 3/3/2004,Dwight Helminen,,
Trade PIT/SJS 6/30/2013,Dillon Heatherington,a,
Trade PIT/SJS 6/30/2013,Tyler Kennedy,,
Trade DAL/CBJ 3/1/2017,Lauri Korpikoski,a,
Trade DAL/CBJ 3/1/2017,Dillon Heatherington,a,
Trade TOR/MTL 2/25/2018,Jacob Olofsson,,
Trade TOR/MTL 2/25/2018,Kyle Baun,,
Trade TOR/MTL 2/25/2018,Kerby Rychel,a,
Trade TOR/MTL 2/25/2018,Tomas Plekanec,,
Trade TOR/MTL 2/25/2018,Rinat Valiev,a,
Trade MTL/CGY 8/20/2018,Hunter Shinkaruk,,
Trade MTL/CGY 8/20/2018,Kerby Rychel,a,
Trade ATL/ANA 6/26/2004,Kurtis Foster,a,
Trade ATL/ANA 6/26/2004,Niclas Havelid,,
Trade EDM/ANA 7/1/2011,Kurtis Foster,a,
Trade EDM/ANA 7/1/2011,Andy Sutton,,
Trade NJD/MIN 2/24/2012,Stephane Veilleux,,
Trade NJD/MIN 2/24/2012,Raphael Bussieres,a,
Trade NJD/MIN 2/24/2012,Eamon McAdam,,
Trade NJD/MIN 2/24/2012,Marek Zidlicky,,
Trade NJD/MIN 2/24/2012,Kurtis Foster,a,
Trade NJD/MIN 2/24/2012,Nick Palmieri,,
Trade LAK/ATL 3/9/2004,Kip Brennan,,
Trade LAK/ATL 3/9/2004,Jeff Cowan,a,
Trade TBL/TOR 10/1/1999,Fredrik Modin,a,
Trade TBL/TOR 10/1/1999,Cory Cross,,
Trade TBL/TOR 10/1/1999,Ivan Kolozvary,,
Trade CBJ/TBL 6/30/2006,Fredrik Modin,a,
Trade CBJ/TBL 6/30/2006,Fredrik Norrena,,
Trade CBJ/TBL 6/30/2006,Marc Denis,a,
Trade NYI/TOR 6/28/1994,Fredrik Modin,a,
Trade NYI/TOR 6/28/1994,DJ Smith,,
Trade COL/CGY 2/28/1999,Theo Fleury,,
Trade COL/CGY 2/28/1999,Wade Belak,,
Trade COL/CGY 2/28/1999,Robyn Regehr,a,
Trade COL/CGY 2/28/1999,Rene Corbet,,
Trade COL/CGY 2/28/1999,Jarrett Stoll,,
Trade COL/BOS 11/22/1996,Robyn Regehr,a,
Trade COL/BOS 11/22/1996,Anders Myrvold,,
Trade COL/BOS 11/22/1996,Landon Wilson,,
Trade CGY/BUF 7/30/2005,Marc-Andre Gragnani,,
